Met_station,Met_station_name,Met_Lat,Met_long,Met_elevation,Date (Local),Average daily wind speed,Precipitation,Snowfall,Snow depth,Temperature Average,Maximum temperature,Minimum temperature,Direction of fastest 2-minute wind,Direction of fastest 5-second wind,Fastest 2-minute wind speed,Fastest 5-second wind speed
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-07-27,6.93,0.22,0.0,0.0,68.0,81,61,150,160.0,21.0,25.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-07-28,6.49,0.0,0.0,0.0,66.0,78,59,330,330.0,23.9,33.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-07-29,11.18,0.0,0.0,0.0,72.0,94,55,290,290.0,35.1,51.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-07-30,10.96,0.0,0.0,0.0,73.0,86,59,40,30.0,28.0,40.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-07-31,7.61,0.0,0.0,0.0,70.0,90,55,330,310.0,38.9,53.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-08-01,7.16,0.0,0.0,0.0,72.0,88,57,60,60.0,32.0,44.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-08-02,6.93,0.0,0.0,0.0,71.0,84,58,160,80.0,21.0,23.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-08-03,8.05,0.01,0.0,0.0,64.0,77,58,340,330.0,30.0,38.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-08-04,6.93,0.05,0.0,0.0,71.0,93,58,70,70.0,31.1,42.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-08-05,6.93,0.29,0.0,0.0,70.0,86,57,150,150.0,28.0,38.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-08-06,7.38,0.03,0.0,0.0,72.0,91,59,30,230.0,28.0,36.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-08-07,7.61,0.0,0.0,0.0,76.0,95,60,230,220.0,21.0,25.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-08-08,8.05,0.0,0.0,0.0,80.0,94,59,230,270.0,19.9,25.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-08-09,7.61,0.0,0.0,0.0,79.0,94,61,20,50.0,18.1,25.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-08-10,9.17,0.0,0.0,0.0,80.0,93,61,70,80.0,30.0,38.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-08-11,8.28,0.0,0.0,0.0,76.0,96,57,70,80.0,21.9,29.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-08-12,8.28,0.0,0.0,0.0,74.0,90,58,140,140.0,18.1,23.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-08-13,8.05,0.0,0.0,0.0,76.0,92,57,100,110.0,21.9,30.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-08-14,9.84,0.0,0.0,0.0,80.0,96,57,130,130.0,29.1,36.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-08-15,5.82,0.24,0.0,0.0,74.0,89,61,60,60.0,25.9,32.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-08-16,4.7,0.83,0.0,0.0,74.0,92,61,310,340.0,36.9,50.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-08-17,8.5,0.0,0.0,0.0,72.0,88,57,140,160.0,23.0,30.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-08-18,6.04,0.0,0.0,0.0,75.0,94,56,130,260.0,18.1,29.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-08-19,8.72,0.04,0.0,0.0,78.0,91,63,330,330.0,29.1,38.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-08-20,7.38,0.88,0.0,0.0,73.0,93,58,310,230.0,32.0,49.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-08-21,7.83,0.0,0.0,0.0,72.0,90,59,350,350.0,17.0,23.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-08-22,7.83,0.0,0.0,0.0,77.0,95,60,30,40.0,18.1,23.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-08-23,7.38,0.0,0.0,0.0,76.0,92,61,300,300.0,21.9,30.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-08-24,8.28,0.0,0.0,0.0,77.0,93,61,270,270.0,35.1,46.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-08-25,8.05,0.0,0.0,0.0,79.0,92,63,340,340.0,19.9,25.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-08-26,11.41,0.0,0.0,0.0,76.0,91,60,340,340.0,33.1,45.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-08-27,6.71,0.0,0.0,0.0,73.0,90,59,160,110.0,17.0,25.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-08-28,15.21,0.03,0.0,0.0,72.0,82,59,340,340.0,33.1,49.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-08-29,8.5,0.32,0.0,0.0,63.0,74,54,300,300.0,33.1,47.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-08-30,7.38,0.0,0.0,0.0,69.0,88,53,10,20.0,38.0,51.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-08-31,16.11,0.02,0.0,0.0,62.0,76,46,350,350.0,32.0,42.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-09-01,4.92,0.0,0.0,0.0,64.0,79,52,350,350.0,15.0,19.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-09-02,7.38,0.0,0.0,0.0,67.0,85,51,170,160.0,18.1,25.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-09-03,11.41,0.0,0.0,0.0,68.0,79,56,10,10.0,33.1,42.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-09-04,6.04,0.0,0.0,0.0,69.0,90,50,140,130.0,17.0,25.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-09-05,10.51,0.0,0.0,0.0,75.0,93,58,150,140.0,21.9,30.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-09-06,11.41,0.0,0.0,0.0,82.0,97,64,340,340.0,25.1,33.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-09-07,10.74,0.0,0.0,0.0,74.0,90,51,340,330.0,35.1,44.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-09-08,15.88,0.16,1.3,0.0,50.0,51,30,350,350.0,29.1,38.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-09-09,4.7,0.1,1.3,3.1,33.0,40,30,150,50.0,12.1,14.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-09-10,6.71,0.06,0.0,0.0,37.0,45,32,150,160.0,13.0,16.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-09-11,6.93,0.0,0.0,0.0,50.0,72,40,290,300.0,19.9,30.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-09-12,5.59,0.0,0.0,0.0,61.0,80,46,170,170.0,15.0,19.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-09-13,6.04,0.0,0.0,0.0,64.0,81,45,160,170.0,16.1,21.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-09-14,9.17,0.0,0.0,0.0,66.0,82,47,150,180.0,21.0,25.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-09-15,7.61,0.0,0.0,0.0,68.0,88,50,150,160.0,17.0,21.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-09-16,14.32,0.0,0.0,0.0,67.0,78,53,360,350.0,31.1,40.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-09-17,6.93,0.0,0.0,0.0,62.0,79,45,140,150.0,14.1,21.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-09-18,10.07,0.0,0.0,0.0,67.0,81,57,160,150.0,23.0,30.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-09-19,6.93,0.0,0.0,0.0,68.0,86,51,240,240.0,21.9,27.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-09-20,7.16,0.0,0.0,0.0,70.0,86,53,190,180.0,21.0,27.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-09-21,8.28,0.03,0.0,0.0,70.0,85,57,90,90.0,25.9,42.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-09-22,7.61,0.0,0.0,0.0,69.0,84,54,250,120.0,21.0,27.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-09-23,8.05,0.0,0.0,0.0,68.0,83,55,210,210.0,21.0,23.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-09-24,6.71,0.0,0.0,0.0,69.0,86,56,170,120.0,16.1,21.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-09-25,7.38,0.0,0.0,0.0,72.0,91,54,230,240.0,16.1,19.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-09-26,8.28,0.0,0.0,0.0,77.0,89,59,50,60.0,30.0,36.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-09-27,12.97,0.0,0.0,0.0,58.0,65,43,30,30.0,29.1,33.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-09-28,8.28,0.0,0.0,0.0,48.0,60,38,360,10.0,18.1,25.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-09-29,6.93,0.0,0.0,0.0,56.0,79,38,170,20.0,17.0,25.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-09-30,8.5,0.0,0.0,0.0,63.0,77,46,360,10.0,21.0,28.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-10-01,6.04,0.0,0.0,0.0,54.0,64,42,190,200.0,15.0,21.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-10-02,8.95,0.0,0.0,0.0,60.0,78,44,360,360.0,29.1,36.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-10-03,6.26,0.0,0.0,0.0,57.0,68,43,320,330.0,18.1,28.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-10-04,8.95,0.0,0.0,0.0,57.0,78,37,170,160.0,21.0,28.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-10-05,8.95,0.0,0.0,0.0,66.0,83,49,30,30.0,19.9,25.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-10-06,5.14,0.0,0.0,0.0,63.0,81,46,70,150.0,12.1,15.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-10-07,8.05,0.0,0.0,0.0,66.0,84,51,150,140.0,16.1,21.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-10-08,8.72,0.0,0.0,0.0,66.0,87,48,210,220.0,23.9,33.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-10-09,8.05,0.0,0.0,0.0,71.0,84,57,170,170.0,18.1,25.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-10-10,9.84,0.0,0.0,0.0,64.0,80,48,160,160.0,28.0,34.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-10-11,13.2,0.0,0.0,0.0,64.0,80,40,300,310.0,46.1,64.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-10-12,8.72,0.0,0.0,0.0,51.0,77,33,280,290.0,28.0,36.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-10-13,11.41,0.0,0.0,0.0,61.0,74,43,140,150.0,28.0,35.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-10-14,12.3,0.0,0.0,0.0,66.0,87,40,70,280.0,35.1,46.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-10-15,8.95,0.0,0.0,0.0,44.0,51,36,70,180.0,17.0,25.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-10-16,3.36,0.0,0.0,0.0,40.0,58,28,80,80.0,19.9,23.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-10-17,8.72,0.0,0.0,0.0,60.0,76,47,330,310.0,25.9,40.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-10-18,8.05,0.0,0.0,0.0,41.0,49,33,150,150.0,18.1,21.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-10-19,5.14,0.0,0.0,0.0,46.0,73,28,150,150.0,19.9,21.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-10-20,9.62,0.0,0.0,0.0,57.0,74,42,80,90.0,29.1,38.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-10-21,8.72,0.0,0.0,0.0,51.0,78,40,180,180.0,28.0,35.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-10-22,13.87,0.0,0.0,0.0,54.0,72,28,350,350.0,29.1,38.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-10-23,14.09,0.0,0.0,0.0,29.0,32,24,170,340.0,21.9,30.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-10-24,9.62,0.0,0.0,0.0,37.0,75,20,130,120.0,31.1,38.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-10-25,14.76,0.08,1.3,0.0,26.0,33,9,360,10.0,25.1,32.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-10-26,6.04,0.17,1.9,3.1,9.0,11,3,170,180.0,13.0,15.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-10-27,5.82,0.0,0.0,2.0,18.0,40,1,340,330.0,14.1,19.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-10-28,17.9,0.0,0.0,0.0,39.0,53,29,350,350.0,38.9,50.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-10-29,5.82,0.0,0.0,0.0,44.0,58,30,10,340.0,15.0,17.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-10-30,8.05,0.0,0.0,0.0,46.0,62,34,160,150.0,19.9,25.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-10-31,10.29,0.0,0.0,0.0,54.0,70,37,50,50.0,25.1,32.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-11-01,6.49,0.0,0.0,0.0,46.0,67,28,20,130.0,13.0,17.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-11-02,6.93,0.0,0.0,0.0,51.0,73,32,10,140.0,13.0,17.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-11-03,6.71,0.0,0.0,0.0,56.0,78,39,30,150.0,14.1,16.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-11-04,8.95,0.0,0.0,0.0,61.0,74,48,360,340.0,17.0,23.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-11-05,8.05,0.0,0.0,0.0,58.0,72,41,170,190.0,19.9,23.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-11-06,9.62,0.0,0.0,0.0,52.0,76,35,160,160.0,25.9,31.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-11-07,12.3,0.0,0.0,0.0,60.0,72,47,220,210.0,30.0,36.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-11-08,18.79,0.0,0.0,0.0,52.0,55,41,210,210.0,40.9,55.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-11-09,9.17,0.01,0.2,0.0,42.0,51,26,240,260.0,29.1,38.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-11-10,7.83,0.0,0.0,0.0,32.0,49,17,10,10.0,25.1,30.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-11-11,8.5,0.0,0.0,0.0,33.0,45,16,170,170.0,25.9,32.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-11-12,10.74,0.0,0.0,0.0,35.0,47,22,150,180.0,25.9,35.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-11-13,6.71,0.0,0.0,0.0,34.0,60,13,180,180.0,23.9,29.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-11-14,22.15,0.0,0.0,0.0,47.0,54,23,260,290.0,42.9,55.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-11-15,10.29,0.0,0.0,0.0,35.0,61,16,300,310.0,31.1,45.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-11-16,7.83,0.0,0.0,0.0,49.0,63,30,140,120.0,19.9,25.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-11-17,7.61,0.0,0.0,0.0,48.0,72,32,140,170.0,21.0,25.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-11-18,10.51,0.0,0.0,0.0,55.0,71,43,210,210.0,30.0,42.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-11-19,11.41,0.0,0.0,0.0,63.0,74,37,290,300.0,33.1,44.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-11-20,10.51,0.0,0.0,0.0,43.0,51,32,150,150.0,23.0,28.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-11-21,6.26,0.0,0.0,0.0,38.0,49,30,10,20.0,17.0,21.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-11-22,11.41,0.0,0.0,0.0,35.0,43,22,170,180.0,23.9,29.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-11-23,9.17,0.0,0.0,0.0,38.0,67,22,220,270.0,23.9,32.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-11-24,15.21,0.0,0.0,0.0,40.0,45,20,330,330.0,35.1,50.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-11-25,6.26,0.0,0.0,0.0,31.0,49,17,70,90.0,16.1,19.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-11-26,11.41,0.0,0.0,0.0,38.0,45,27,340,340.0,25.1,33.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-11-27,7.38,0.0,0.0,0.0,34.0,42,18,190,160.0,18.1,21.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-11-28,6.49,0.0,0.0,0.0,32.0,53,14,350,350.0,16.1,19.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-11-29,11.18,0.0,0.0,0.0,35.0,43,22,350,360.0,35.1,47.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-11-30,5.82,0.0,0.0,0.0,31.0,59,10,20,160.0,14.1,16.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-12-01,19.69,0.0,0.0,0.0,35.0,44,25,20,10.0,38.0,46.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-12-02,20.58,0.0,0.0,0.0,24.0,28,19,340,350.0,35.1,45.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-12-03,13.87,0.0,0.0,0.0,34.0,51,28,350,340.0,25.9,33.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-12-04,8.5,0.0,0.0,0.0,45.0,63,33,320,320.0,16.1,21.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-12-05,8.05,0.0,0.0,0.0,44.0,57,27,330,340.0,16.1,21.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-12-06,8.05,0.0,0.0,0.0,42.0,63,27,30,30.0,18.1,23.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-12-07,6.26,0.0,0.0,0.0,45.0,62,27,36,10.0,18.1,19.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-12-08,7.16,0.0,0.0,0.0,44.0,62,30,360,150.0,14.1,17.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-12-09,8.28,0.0,0.0,0.0,44.0,61,28,10,140.0,14.1,19.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-12-10,11.41,0.04,0.5,0.0,38.0,46,27,340,340.0,23.9,32.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-12-11,2.68,0.09,0.9,1.2,28.0,29,22,10,10.0,14.1,17.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-12-12,7.83,0.04,0.5,1.2,23.0,25,18,340,330.0,23.0,31.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-12-13,7.61,0.0,0.0,1.2,21.0,25,11,340,340.0,25.1,36.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2020-12-14,11.41,0.0,0.0,1.2,25.0,47,10,340,350.0,28.0,38.9
